task_id,user_id,day_of_week,hour_of_day,tasks_scheduled_same_day,previous_misses_7d,completion_streak,avg_minutes_to_complete,reminder_enabled,number_of_reminders_sent_for_task,missed
6e1jqqxf2a8jc3mz,9tmqlizl08yg0jv1,5,14,4,2,1,276.0,0,0,1
1i1ccmn3dn1gzcv9,7s55j2o7s3kkv9rf,6,10,1,2,0,480.0,1,0,0
r7nnuo5q5lf7gdxf,5qbswrpbjek5rbw2,1,15,1,2,1,312.0,1,0,0
cqbheyysm4yyq342,9tmqlizl08yg0jv1,4,11,3,2,0,276.0,1,0,1
2y93fm348ni747x2,7s55j2o7s3kkv9rf,5,3,1,2,1,432.0,0,0,1
rvn97y8xltnvv1gf,qh7m35ixokc1msy4,0,17,2,2,3,396.0,0,0,0
rhloe20rillpgey1,9tmqlizl08yg0jv1,6,11,2,1,0,348.0,0,0,0
2ujz4n1xl8yrr4ck,hv3a3zmf8mdd4v30,5,15,2,2,3,276.0,1,0,1
v4qmp5jhdt6293tl,9v86wzs3t60rjiw1,5,1,3,3,3,420.0,0,0,0
dsctxo6we815vn8l,hv3a3zmf8mdd4v30,4,10,4,1,0,444.0,0,0,0
k9ageiz2wzfikr41,z0yncxll4zklooke,0,22,1,1,3,480.0,0,0,0
u1dgej1dg6fwronb,qm5k8p4q0b8ic8bb,6,9,1,1,2,456.0,1,0,1
z5tpwy0tuzg2vg35,vz41nam148p0tvhh,2,22,6,5,2,360.0,1,0,0
f633bq6fwsklws8o,z0yncxll4zklooke,0,0,3,0,4,240.0,1,0,1
gfex6dcledo515ig,z0yncxll4zklooke,6,21,2,2,0,456.0,0,0,0
p23rb1w0xwxvtx6p,9tmqlizl08yg0jv1,5,4,3,3,1,528.0,0,0,0
y31zr7kq9mgm5p39,hv3a3zmf8mdd4v30,6,22,1,1,1,444.0,0,0,0
w1qxsr97jxi6qxcw,5qbswrpbjek5rbw2,0,1,1,4,2,432.0,0,0,0
u76uxv2o2qszo1i7,f8e8ld4d6af58c2j,0,9,2,1,0,255.0,1,0,1
uhyd07dvrmy93pom,tala753lc58drc11,6,19,2,1,2,324.0,1,0,1
gwtfcc2sw01m4y04,5qbswrpbjek5rbw2,3,15,2,2,3,264.0,0,0,0
9bp12uj3a3tsazk8,5c34dxtad1ior56f,6,17,2,1,5,630.0,0,0,0
cuu54heaglrhhkdo,w5py6b2knftu2gc5,5,18,3,2,7,252.0,1,0,0
8p4yedn2z2v17tz6,vkizzqy72wx7ptx6,6,5,1,1,2,600.0,1,0,1
rbnvl0os3x23iety,li7kq1uymrlrmjkv,6,1,2,0,0,456.0,1,0,1
nklgigcuj7ilpqfb,yzycwtiqj7yhl1c3,0,23,1,0,3,480.0,0,0,1
zyqzss8v5x6e9d70,li7kq1uymrlrmjkv,1,15,2,3,0,288.0,0,0,1
89tocp8fp1k8rzuo,hv3a3zmf8mdd4v30,4,16,2,2,2,276.0,0,0,0
5xj3y1xc2i92pv07,vkizzqy72wx7ptx6,1,15,5,1,0,312.0,1,0,0
d2fnc3cii1j0f53q,dswm31yihair4cow,0,21,1,2,0,396.0,1,0,1
oubb5g9lf52p9i13,f8e8ld4d6af58c2j,2,11,1,1,0,228.0,0,0,0
19l8oexntjw3x8gg,qm5k8p4q0b8ic8bb,4,8,2,0,0,408.0,1,0,0
v5wqhj2kegzrrj2j,er14ffyvnvqjt7ye,6,11,1,0,1,456.0,0,0,0
i59mxk2ade5jq4j9,8j5ecruyf38diuov,5,13,2,0,0,390.0,1,0,0
rhy1hnxiyyviwst8,7s55j2o7s3kkv9rf,5,15,2,0,0,-1.0,1,0,0
g00r5y52pdi47kah,tala753lc58drc11,3,7,1,3,0,312.0,0,0,0
m7z2tvb1kwvg8sze,hv3a3zmf8mdd4v30,2,6,1,2,3,324.0,1,0,0
c8eanr1cgwj9s8u2,5c34dxtad1ior56f,1,9,2,1,6,630.0,0,0,1
q46derg870sb9fyy,f4zw9xa3kx7eedtj,0,0,1,1,3,288.0,0,0,1
9zu1eh3366sqmqqw,vkizzqy72wx7ptx6,4,14,1,1,1,480.0,0,0,1
trmzrmt8am1kbw6g,84u89yjb1qx6gvwr,1,7,1,1,0,204.0,1,0,0
jod5jgk546d27z5q,7s55j2o7s3kkv9rf,0,5,4,3,1,408.0,1,0,0
swxqwlqb8kh4pjyv,er14ffyvnvqjt7ye,0,11,2,1,2,360.0,1,0,0
18y8f881en699fia,w5py6b2knftu2gc5,2,9,1,2,8,408.0,1,0,0
zhh6c6iwmgvl0twy,yzycwtiqj7yhl1c3,4,5,1,4,0,396.0,1,0,0
rl8huc036i6qgcmr,5qbswrpbjek5rbw2,6,10,3,1,4,168.0,0,0,1
sqpzygwezuv263fl,vkizzqy72wx7ptx6,1,19,1,2,0,600.0,1,0,0
xnalt4u6o3lpo738,qm5k8p4q0b8ic8bb,3,7,2,0,1,408.0,1,0,1
rcutreurfm0faczn,er14ffyvnvqjt7ye,0,6,1,0,3,240.0,0,0,0
igtgu6iac72syojt,c56t4ufel6246hid,2,3,2,0,1,288.0,1,0,1
hszdimopw9i93t3m,9tmqlizl08yg0jv1,1,20,3,0,2,240.0,1,0,1
lqzgh2ytesne8qpu,vkizzqy72wx7ptx6,5,0,2,0,1,600.0,0,0,0
f6e4ncbjm2gk9jyf,qm5k8p4q0b8ic8bb,3,7,3,2,0,408.0,1,0,1
l414cjffkk1mrn10,z0yncxll4zklooke,2,20,2,0,1,408.0,0,0,1
ily7e5rxrmjoppri,5c34dxtad1ior56f,3,10,2,0,0,252.0,0,0,0
cxhj4wupr4tw5s63,dswm31yihair4cow,0,13,2,1,0,420.0,0,0,1
82d0py9b7oxyvbz4,er14ffyvnvqjt7ye,4,7,3,0,4,360.0,0,0,0
oslqbw677lrc6g1h,qm5k8p4q0b8ic8bb,2,18,1,2,0,372.0,0,0,0
xijphgknx8y4t71m,qm5k8p4q0b8ic8bb,4,6,2,1,1,408.0,0,0,0
lob777ih0fuojjfa,vz41nam148p0tvhh,6,14,2,1,3,312.0,1,0,0
bc2fvfa2n1l9gfvn,6n7hv3izky22ubtx,3,21,1,2,0,396.0,1,0,0
ya8pfkpovyh73yul,qm5k8p4q0b8ic8bb,4,6,2,3,2,456.0,0,0,0
q3rwk3otzzrbyqgy,z0yncxll4zklooke,1,11,1,1,0,408.0,1,0,0
ssq98jj6jai71ywd,f8e8ld4d6af58c2j,3,0,2,1,1,360.0,1,0,1
x2h8v2wv3dyf7bnd,tvazccblskrt05ui,3,8,2,4,2,444.0,0,0,1
gevpg4gma4ixqwou,yzycwtiqj7yhl1c3,0,19,2,0,1,612.0,0,0,0
6rnckrpeqw6yqef8,li7kq1uymrlrmjkv,1,18,2,0,0,-1.0,0,0,0
5hjciy1gqff55dep,vkizzqy72wx7ptx6,1,8,5,1,2,276.0,1,0,0
8alls51piagwkr37,tvazccblskrt05ui,2,23,2,1,0,228.0,1,0,0
irjqr0u09xox3msl,yzycwtiqj7yhl1c3,6,19,2,1,2,588.0,0,0,1
jphnb5vngblcqzj8,tcs4cc5o7uubcxul,0,17,2,0,0,300.0,0,0,1
vlky7txece98j6zr,5qbswrpbjek5rbw2,0,7,1,0,0,288.0,1,0,0
efhazmiq5pxlgfwm,yzycwtiqj7yhl1c3,6,23,2,1,0,480.0,0,0,0
zj6wuopz2lntjyiu,5c34dxtad1ior56f,2,20,2,0,1,300.0,1,0,1
wcdpi2eyenyjym9o,9v86wzs3t60rjiw1,5,14,3,4,4,432.0,1,0,1
6j9lxg3wtk41ns6c,c56t4ufel6246hid,5,16,1,0,0,276.0,1,0,0
1ueiaq3j9x2hk5gy,dswm31yihair4cow,1,18,3,1,0,408.0,1,0,1
l09w7wap0o0n5wiq,5c34dxtad1ior56f,4,0,3,1,0,312.0,0,0,0
9cb61g9f7wo948we,f8e8ld4d6af58c2j,5,18,1,0,0,444.0,1,0,0
kkjjar4gztpzmns7,er14ffyvnvqjt7ye,2,20,1,1,5,504.0,1,0,0
opqzdnhjydak4u9m,tcs4cc5o7uubcxul,0,6,2,0,0,300.0,0,0,1
ddkoxn4kda24mks9,5c34dxtad1ior56f,5,23,2,2,1,444.0,1,0,0
r4u0000lg7703p24,f4zw9xa3kx7eedtj,6,17,1,2,0,528.0,1,0,0
8ubcisjpcjducefu,8j5ecruyf38diuov,3,4,2,0,1,300.0,1,0,1
ma2h5csrrqsx696g,li7kq1uymrlrmjkv,2,21,2,4,1,420.0,0,0,0
p2pxyw7dqtbf6bio,f4zw9xa3kx7eedtj,4,20,3,0,1,396.0,1,0,0
h1zdbnhlh3t0eyg8,c56t4ufel6246hid,4,13,2,0,1,360.0,1,0,1
0k3rf76pk90jez4u,tala753lc58drc11,1,18,2,3,1,312.0,0,0,1
j9u6v6z8kv8n0wcz,9tmqlizl08yg0jv1,0,11,1,4,0,276.0,1,0,0
lracv1vmb6kqb7yi,dswm31yihair4cow,6,15,3,1,0,408.0,1,0,1
hk0veyd5mlgmxzzx,tala753lc58drc11,4,15,2,3,0,348.0,1,0,0
o969up0noauneo5c,vz41nam148p0tvhh,3,1,1,0,4,444.0,1,0,0
znrkr1svohu7cfwj,w5py6b2knftu2gc5,3,7,3,1,9,288.0,0,0,0
35i9x4nm3a2gagph,8j5ecruyf38diuov,4,8,2,0,0,340.0,1,0,0
szkzn0lyimoes1ai,w5py6b2knftu2gc5,3,19,1,2,10,444.0,1,0,0
q2b7wpoozwrsxf8l,er14ffyvnvqjt7ye,5,11,3,3,6,348.0,1,0,1
jm4qyo3um330boqc,7s55j2o7s3kkv9rf,1,17,1,2,2,468.0,1,0,0
qrjdod4p4e6fe81d,8j5ecruyf38diuov,0,23,2,0,1,492.0,1,0,1
5c57tpwa05b64zvz,vz41nam148p0tvhh,4,5,1,4,5,285.0,0,0,0
ulibtt9paf667ztt,tala753lc58drc11,5,17,3,0,1,120.0,0,0,0
dwao4rk5gorloqvc,84u89yjb1qx6gvwr,6,20,2,1,1,204.0,0,0,0
evg4pl916yusl42n,tala753lc58drc11,5,9,2,1,2,516.0,1,0,0
41iu8tjhulursfha,f4zw9xa3kx7eedtj,5,15,2,1,2,408.0,1,0,0
qw3by1fuzy9op9nf,8j5ecruyf38diuov,5,3,2,0,0,375.0,1,0,0
of1xw53zg1igae7u,tcs4cc5o7uubcxul,2,9,1,0,0,324.0,0,0,1
bi7t9p2jmw6i4hap,w5py6b2knftu2gc5,4,4,3,2,11,444.0,0,0,0
mgpk3y8sf4fp4v8z,qm5k8p4q0b8ic8bb,6,3,1,1,3,348.0,0,0,0
avh094ipzgrspiw0,9tmqlizl08yg0jv1,1,8,3,0,1,240.0,0,0,0
egt3hfjy5fddsy1z,84u89yjb1qx6gvwr,0,3,1,0,2,492.0,1,0,0
od9gevguk1zg8isz,5c34dxtad1ior56f,3,7,2,2,2,660.0,1,0,0
mih6spgy5a9u18md,f4zw9xa3kx7eedtj,5,3,1,0,3,345.0,1,0,1
gagnps2xo7xochat,9tmqlizl08yg0jv1,6,18,2,3,2,468.0,1,0,0
jxi9b7c8do1p98sn,f4zw9xa3kx7eedtj,3,10,2,2,0,408.0,1,0,0
obxc56kvwpwmswd3,w5py6b2knftu2gc5,6,15,1,1,12,456.0,1,0,0
shjj4q2xaqgsaix9,w5py6b2knftu2gc5,3,20,1,0,13,504.0,1,0,0
f1uf3g86c2gs4ye4,7s55j2o7s3kkv9rf,3,7,1,0,3,520.0,0,0,0
3ygb1rv32ii8k179,f4zw9xa3kx7eedtj,1,12,3,2,1,336.0,1,0,1
3vbla91jy4xmalu6,f4zw9xa3kx7eedtj,1,4,4,0,0,408.0,0,0,0
y6tl71r2vo8phnck,li7kq1uymrlrmjkv,2,4,1,0,2,300.0,0,0,0
oevzrpe7pkubxdhq,tala753lc58drc11,5,5,2,0,3,336.0,0,0,0
05ostmg345k5dj3r,tvazccblskrt05ui,5,10,1,4,1,504.0,1,0,1
u8in2bhyaq6o60db,z0yncxll4zklooke,2,20,4,2,1,540.0,1,0,0
yp7vnsgolcbtl97p,er14ffyvnvqjt7ye,6,16,1,0,0,-1.0,1,0,0
uwowkzm925gzc2h6,5qbswrpbjek5rbw2,3,16,2,1,1,216.0,1,0,0
of19bp8b1vfo0gux,dswm31yihair4cow,1,20,1,0,0,348.0,0,0,0
9q7s44z78iy664l9,z0yncxll4zklooke,3,21,2,0,2,216.0,0,0,1
n2be6oormr9p95uz,dswm31yihair4cow,0,5,2,1,1,420.0,1,0,0
o7g5b0l8o9ics9jr,qm5k8p4q0b8ic8bb,2,6,1,3,4,492.0,1,0,0
bw9i5f1b3ppolxl0,c56t4ufel6246hid,5,11,2,2,0,384.0,0,0,0
qgi1pu7xnm3edep9,z0yncxll4zklooke,0,22,3,1,0,336.0,1,0,0
x7lofolangxcd285,vz41nam148p0tvhh,1,21,3,0,6,468.0,0,0,0
ye7pdjnl72pmff42,vz41nam148p0tvhh,1,5,3,0,7,180.0,0,0,1
2kx7x3536sr7i0sa,w5py6b2knftu2gc5,5,2,2,2,14,456.0,0,0,1
h8s3p2vw829dzup6,7s55j2o7s3kkv9rf,4,17,3,1,4,324.0,1,0,0
2j60v4n5fic40n8m,9tmqlizl08yg0jv1,6,16,2,2,3,312.0,1,0,1
tf075g514a9969tr,yzycwtiqj7yhl1c3,0,16,2,1,1,396.0,1,0,0
hj3kfxsmtsvawnwg,li7kq1uymrlrmjkv,2,0,4,1,3,444.0,0,0,0
432b62346a4ryaek,6n7hv3izky22ubtx,3,19,2,2,1,612.0,1,0,0
pxpqubpx8jrw1zdx,li7kq1uymrlrmjkv,6,10,4,2,4,420.0,0,0,0
hiwee5rqgqnyb9xs,z0yncxll4zklooke,2,8,4,1,1,540.0,0,0,1
0yq6w51ix2l1cnz0,w5py6b2knftu2gc5,0,22,3,1,0,336.0,0,0,0
2s1spz0ciuwkw9vz,5qbswrpbjek5rbw2,5,16,1,1,2,276.0,1,0,1
875yuztw32atxab0,w5py6b2knftu2gc5,5,3,1,0,1,348.0,1,0,0
azwmz6jxryx5zvom,li7kq1uymrlrmjkv,2,15,4,1,5,468.0,1,0,0
yyrh62e21trbxazv,dswm31yihair4cow,6,17,2,1,2,360.0,0,0,0
13jf46de7kios320,vkizzqy72wx7ptx6,3,15,3,1,3,516.0,0,0,0
siv34j008cydvxvx,5c34dxtad1ior56f,2,12,2,1,3,540.0,1,0,0
oze9mcjqq08zx54s,tcs4cc5o7uubcxul,4,13,1,3,0,324.0,1,0,1
oqzmkvzbdgvvvvdk,9tmqlizl08yg0jv1,2,14,1,3,0,336.0,0,0,0
rdevcjzxcv21rx6m,dswm31yihair4cow,6,14,2,1,3,360.0,0,0,1
mf4srn6m6xk7ox4r,f4zw9xa3kx7eedtj,4,11,2,0,1,312.0,1,0,0
10meatdux63rr8jp,dswm31yihair4cow,0,13,2,2,0,372.0,1,0,0
p6swcahktwi9b8ek,7s55j2o7s3kkv9rf,2,23,3,1,5,492.0,1,0,0
uvd1rznnwxss3svy,z0yncxll4zklooke,0,23,1,1,0,660.0,1,0,1
ixcijqn6c4w713qn,c56t4ufel6246hid,6,22,1,0,1,276.0,0,0,0
j7kex5devi5b9oin,f4zw9xa3kx7eedtj,1,13,1,1,2,345.0,1,0,0
qxt229q7ivqhxsip,84u89yjb1qx6gvwr,6,6,1,1,3,276.0,0,0,1
6080yapig8ofsmna,vkizzqy72wx7ptx6,5,10,2,1,4,204.0,0,0,0
qbssallhtahowrph,9tmqlizl08yg0jv1,5,8,4,3,1,312.0,1,0,0
7iu31e90gdrra5yu,li7kq1uymrlrmjkv,5,3,2,2,6,440.0,0,0,0
9mm201lda71yp6e9,dswm31yihair4cow,5,18,2,0,1,372.0,1,0,0
sf7akn207kioaypy,yzycwtiqj7yhl1c3,2,17,2,1,2,216.0,1,0,0
a5uy7nvlipmz6387,6n7hv3izky22ubtx,1,23,3,0,2,420.0,1,0,1
jx5w3ozybbbmv8tj,5c34dxtad1ior56f,2,20,2,2,4,660.0,1,0,1
86d6iwkvytndjjo9,vz41nam148p0tvhh,0,5,2,1,0,396.0,0,0,0
ntwxwqqih11dp6g7,c56t4ufel6246hid,6,17,3,0,2,372.0,1,0,0
jx42eh0qbvrpagtg,dswm31yihair4cow,1,0,3,1,2,312.0,1,0,0
klmdh3pfdt75mcay,tcs4cc5o7uubcxul,6,15,1,0,0,312.0,1,0,0
ygwr70iofifoq6pk,yzycwtiqj7yhl1c3,2,0,2,2,3,320.0,0,0,0
f505oj38ayix6xhg,6n7hv3izky22ubtx,4,17,3,1,0,420.0,1,0,1
daok3fpt55hty6xn,f8e8ld4d6af58c2j,4,17,3,0,1,444.0,1,0,0
zmkbf6x3l8tvf7mw,f4zw9xa3kx7eedtj,1,21,2,0,3,420.0,1,0,0
5cuwxg8tpn9ht1u3,vkizzqy72wx7ptx6,6,14,1,0,5,660.0,0,0,1
xg2rw97rslxwz4wc,f8e8ld4d6af58c2j,6,5,1,0,2,336.0,0,0,0
r5kxsolvqbrw3g91,qh7m35ixokc1msy4,3,7,1,1,4,228.0,0,0,0
e2d5219zagi3nppa,tcs4cc5o7uubcxul,6,17,1,2,1,408.0,1,0,0
n4iedbtfdcdqvul7,w5py6b2knftu2gc5,0,18,3,1,2,336.0,1,0,1
nnqpnji8fg7s1rdo,f4zw9xa3kx7eedtj,2,20,1,2,4,444.0,0,0,0
yymoes7sz4s3e3ti,6n7hv3izky22ubtx,0,16,3,5,0,240.0,0,0,0
ju7yol6lbm0aj6x2,7s55j2o7s3kkv9rf,6,4,2,0,6,480.0,0,0,0
vm4jbux476keoc6p,6n7hv3izky22ubtx,6,15,2,4,1,432.0,1,0,1
te8cp9k02psoi373,w5py6b2knftu2gc5,2,23,1,1,0,240.0,1,0,0
bl3dyh97diyx02w1,vz41nam148p0tvhh,2,4,1,2,1,300.0,0,0,0
lriznxxvi1rdp1f8,6n7hv3izky22ubtx,5,12,1,4,0,432.0,1,0,0
l27bm7fcj0osoh5v,hv3a3zmf8mdd4v30,1,14,2,0,4,420.0,1,0,1
90bsh1fye7lft25h,9tmqlizl08yg0jv1,4,14,3,3,2,276.0,1,0,0
xrflrz5g2ylfvgpi,6n7hv3izky22ubtx,0,11,3,5,1,240.0,1,0,0
um4yrv8voyghvqiz,w5py6b2knftu2gc5,3,6,3,1,1,240.0,0,0,0
833z5gf0g46u2slz,c56t4ufel6246hid,0,4,2,0,3,300.0,1,0,0
nba9vqnwcqtjvu1i,tvazccblskrt05ui,2,13,2,0,0,276.0,1,0,1
a67l7s47tdesy3u0,hv3a3zmf8mdd4v30,4,9,4,1,0,504.0,0,0,1
hb1no6c6zh6du9zz,f4zw9xa3kx7eedtj,3,1,1,0,5,468.0,1,0,0
3u56k7sbfdgj9kku,tala753lc58drc11,6,4,1,0,4,140.0,0,0,0
60bmtxv4l9l7tu12,5c34dxtad1ior56f,4,6,2,3,0,480.0,1,0,0
977xp2kugeorl0yb,er14ffyvnvqjt7ye,1,17,1,0,1,360.0,0,0,1
a6bko4jqth0tpgok,yzycwtiqj7yhl1c3,1,2,4,1,4,300.0,0,0,0
ynueuvld7p441jwy,5c34dxtad1ior56f,0,4,2,1,1,336.0,1,0,1
7kvk1xv1jl7tg6cd,c56t4ufel6246hid,0,12,2,0,4,264.0,0,0,0
9aaxn45jo52f0u4s,8j5ecruyf38diuov,2,19,2,3,1,516.0,1,0,0
p4ulpqp81ycegnnj,tala753lc58drc11,2,1,1,3,5,384.0,0,0,0
x3obkjq879jmq48b,8j5ecruyf38diuov,6,20,2,1,2,420.0,0,0,0
tm0zxo41oimjgz9a,f8e8ld4d6af58c2j,1,9,2,1,3,228.0,0,0,0
0xpoi73t2gqyltx1,5c34dxtad1ior56f,6,10,2,3,0,495.0,1,0,0
gyua4qgvmdvmwtrs,9v86wzs3t60rjiw1,3,18,1,1,0,348.0,0,0,0
dazyw6weyuk6bcdf,qh7m35ixokc1msy4,1,0,1,0,5,300.0,1,0,0
fu73uhr5y5kfsnrr,c56t4ufel6246hid,3,23,1,1,5,336.0,1,0,0
pvk4wyziqouqzvis,vz41nam148p0tvhh,2,3,6,3,2,336.0,1,0,0
nw2l4k0rcsfkjza3,vkizzqy72wx7ptx6,1,17,5,1,0,396.0,1,0,0
5zsnpi53ry0z9yjg,hv3a3zmf8mdd4v30,1,5,2,0,0,420.0,1,0,0
d5kgf39wf58yj9oh,hv3a3zmf8mdd4v30,6,9,3,3,1,360.0,1,0,0
mclice7w683o3fo2,qh7m35ixokc1msy4,6,21,1,0,6,210.0,1,0,0
xyod0r450f1deu3d,c56t4ufel6246hid,6,8,2,1,6,276.0,0,0,0
0w710rwtcmblepso,c56t4ufel6246hid,2,14,4,2,7,336.0,1,0,1
bt6hmryi02o0yleq,hv3a3zmf8mdd4v30,4,9,2,2,2,276.0,0,0,0
dw7rbped02g1k5ja,vz41nam148p0tvhh,4,1,2,4,3,456.0,0,0,0
vjkq5o0t4bg1moet,8j5ecruyf38diuov,4,16,1,1,3,420.0,0,0,0
5wlo61po9o2m470n,dswm31yihair4cow,6,15,1,2,3,396.0,0,0,0
3365rd46wkecbaot,qm5k8p4q0b8ic8bb,5,10,2,3,5,432.0,0,0,0
qwak59w803cqexuf,f4zw9xa3kx7eedtj,1,6,4,0,6,408.0,1,0,1
akrafflaflgnftc4,w5py6b2knftu2gc5,1,18,2,0,2,300.0,0,0,0
a03daz3rwbj9cpv4,li7kq1uymrlrmjkv,3,15,2,3,7,492.0,1,0,0
nh3pf34hh4wel9ch,yzycwtiqj7yhl1c3,3,7,2,1,5,384.0,1,0,0
tldkz27dqtroi91e,w5py6b2knftu2gc5,2,11,2,1,3,396.0,0,0,1
i477pkbrfbfl0v8h,qh7m35ixokc1msy4,5,19,1,0,7,348.0,0,0,0
yns7easw23ogq7ys,84u89yjb1qx6gvwr,3,17,1,0,0,612.0,1,0,1
nsatcqewdw29phbc,c56t4ufel6246hid,3,11,2,2,0,468.0,0,0,0
7q0ecdc9ypp0klx5,9v86wzs3t60rjiw1,6,23,4,3,1,492.0,1,0,0
a9c2ltwi0hc39erm,6n7hv3izky22ubtx,1,11,1,3,2,396.0,1,0,0
j6jaepk8fvzslpwl,li7kq1uymrlrmjkv,1,22,1,0,8,300.0,0,0,0
ifz7uys9w24xvofx,tala753lc58drc11,0,6,3,2,6,348.0,1,0,0
rwaobc3oko3vpk2u,tvazccblskrt05ui,4,17,3,1,0,420.0,0,0,0
k1y2axgzmyu7q7hr,f8e8ld4d6af58c2j,4,14,3,0,4,444.0,0,0,1
xm8og996jlulym7y,hv3a3zmf8mdd4v30,0,8,1,0,3,420.0,0,0,1
mv6rl7gjcml8804f,6n7hv3izky22ubtx,2,18,3,1,3,336.0,1,0,0
ys86y05b967ew1z6,dswm31yihair4cow,0,15,2,3,4,396.0,0,0,0
weeemmv8b71kvaxq,9v86wzs3t60rjiw1,1,1,1,1,2,324.0,0,0,1
sa4h7ilxi7t264w0,hv3a3zmf8mdd4v30,2,21,2,2,0,312.0,0,0,0
bc4pw8zw7nhpgjx1,qm5k8p4q0b8ic8bb,4,15,2,0,6,372.0,1,0,0
gvp4n23kjdyvy96q,84u89yjb1qx6gvwr,6,1,2,0,0,528.0,0,0,0
li8cxu1cxx3lnc30,84u89yjb1qx6gvwr,4,5,1,2,1,540.0,1,0,0
mw7i6bxpdzlhr69h,hv3a3zmf8mdd4v30,5,2,2,1,1,372.0,0,0,0
r4alv0lxjv32vuxl,9tmqlizl08yg0jv1,1,1,2,2,3,312.0,1,0,0
xcy6fd627dtq9ruj,hv3a3zmf8mdd4v30,4,20,2,3,2,450.0,1,0,0
mnkn444o050vr9dc,dswm31yihair4cow,2,6,1,3,5,348.0,1,0,1
h4q42l15fv8zc6pu,z0yncxll4zklooke,6,1,1,0,0,348.0,1,0,0
qvydukpuwytjpcfv,5qbswrpbjek5rbw2,6,3,4,0,0,60.0,0,0,1
qjs7i58up6j3vme9,5c34dxtad1ior56f,4,13,2,3,1,480.0,1,0,0
xqpluyg3hd6oi9di,tala753lc58drc11,1,23,3,0,7,312.0,0,0,0
d1w6rud5wc9f2tbw,z0yncxll4zklooke,4,6,1,4,1,396.0,0,0,0
o5b8ms9tkyjxry9l,hv3a3zmf8mdd4v30,0,14,2,1,3,516.0,1,0,1
xdj8msh9cuce5oh7,c56t4ufel6246hid,5,15,1,0,1,340.0,1,0,0
iwel4rv2yn9ht693,er14ffyvnvqjt7ye,1,14,2,0,0,576.0,0,0,1
rup7fahiapjy1zb6,f8e8ld4d6af58c2j,1,3,2,2,0,255.0,1,0,0
80nsnt3efhzcoq4c,li7kq1uymrlrmjkv,0,13,1,2,9,300.0,1,0,0
99vrs5y4ig7t92zx,f4zw9xa3kx7eedtj,2,12,1,1,0,420.0,1,0,0
hkojj9vynhccy7b0,5qbswrpbjek5rbw2,1,1,3,0,0,264.0,0,0,0
z2dcpganl816lbuw,dswm31yihair4cow,5,15,1,2,0,396.0,1,0,0
06hoi9ssmusj1h3e,vkizzqy72wx7ptx6,2,13,1,5,1,408.0,1,0,0
bvq8l1s2gtu8cs0k,f4zw9xa3kx7eedtj,6,0,3,1,1,504.0,0,0,0
rltdcl3ah4em5got,tvazccblskrt05ui,1,16,1,0,1,408.0,1,0,0
g4xu43lc6jwcz3bq,yzycwtiqj7yhl1c3,0,4,3,1,6,252.0,0,0,1
plcl4j7rb6x38dhe,5c34dxtad1ior56f,0,7,2,1,2,396.0,0,0,0
i98nkhdlszatdfnm,9v86wzs3t60rjiw1,3,21,3,1,0,348.0,1,0,0
kfddxvfgd9ds7a04,f8e8ld4d6af58c2j,2,4,3,1,1,240.0,0,0,0
890ymt0w3x2ffa48,84u89yjb1qx6gvwr,6,17,3,1,2,372.0,0,0,1
ckum88bw69zmq9p7,tcs4cc5o7uubcxul,1,5,3,3,2,396.0,0,0,1
pecpgnm6hxg0qggb,hv3a3zmf8mdd4v30,1,8,1,1,0,504.0,0,0,0
6a718fvx9pd327kj,84u89yjb1qx6gvwr,4,4,2,2,0,372.0,1,0,0
qau5sefmm3jt4lma,dswm31yihair4cow,4,22,2,2,1,360.0,1,0,1
r60t3i6kdpr2vz5u,vz41nam148p0tvhh,3,16,1,4,4,456.0,0,0,0
s2qtkeyw0nrvvqfn,f4zw9xa3kx7eedtj,4,6,3,1,2,468.0,0,0,0
cig6oxi82p3tx0bm,c56t4ufel6246hid,4,23,1,5,2,336.0,0,0,1
g4repuoc0kn6ahqr,er14ffyvnvqjt7ye,1,12,1,2,0,240.0,1,0,0
0a5svigetns9dnps,84u89yjb1qx6gvwr,5,22,2,1,1,396.0,0,0,0
1phjhddqef0s9kai,tcs4cc5o7uubcxul,1,23,3,2,0,492.0,0,0,1
w32dcmhunsi7docb,5c34dxtad1ior56f,1,12,2,1,3,444.0,1,0,0
ptgsivhxlwi1cuf8,er14ffyvnvqjt7ye,5,5,1,2,1,300.0,0,0,0
p632f93ntcunbdzc,z0yncxll4zklooke,0,2,2,2,2,372.0,1,0,0
rh22qoz9g5yxzouu,er14ffyvnvqjt7ye,3,8,2,2,2,360.0,1,0,0
qz6nev8soty26gkt,6n7hv3izky22ubtx,1,14,3,1,4,540.0,1,0,0
108po1va4s38krdf,9v86wzs3t60rjiw1,5,2,4,1,1,432.0,0,0,1
ekfqnkmb5oqnrshf,f4zw9xa3kx7eedtj,5,19,3,2,3,408.0,1,0,0
3o9ycm9po2fknvzd,9v86wzs3t60rjiw1,4,10,2,1,0,396.0,0,0,0
t3lz8vnbz40ys1sb,li7kq1uymrlrmjkv,3,10,1,2,10,468.0,0,0,1
vyk7cf2j4l3vv7rm,hv3a3zmf8mdd4v30,6,2,3,4,1,372.0,1,0,1
9v2xx0ze5nhcpl2u,9v86wzs3t60rjiw1,2,15,3,1,1,288.0,0,0,1
