image_path,label
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00331.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00332.JPG,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00333.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00335.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00337.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00338.JPG,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00339.png,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0034.jpeg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00340.JPG,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00341.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00342.JPG,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00343.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00344.JPG,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00345.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00346.JPG,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00347.JPG,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00348.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00349.JPG,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0035.jpeg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00350.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00351.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00352.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00353.JPG,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00354.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00355.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00356.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00357.JPG,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00359.JPG,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0036.jpeg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00360.JPG,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00361.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00363.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00364.JPG,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00365.JPG,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00367.JPG,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00368.png,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00370.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00371.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00372.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00374.png,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00376.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00378.JPG,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00379.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00380.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00382.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00383.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00386.JPG,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00387.JPG,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00388.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00389.JPG,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0039.jpeg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00390.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00391.JPG,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00392.JPG,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00393.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00395.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00396.JPG,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00397.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00399.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot004.jpeg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0040.jpeg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00400.JPG,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00401.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00402.png,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00403.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00404.JPG,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00405.JPG,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00406.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00407.JPG,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00408.JPG,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00409.JPG,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0041.jpeg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00410.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00412.JPG,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00414.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00417.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00418.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0042.jpeg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00420.JPG,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00425.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00426.JPG,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00427.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00428.jpeg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00429.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0043.jpeg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00430.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00432.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00433.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00434.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00435.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00437.JPG,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00438.JPG,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00439.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0044.jpeg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00440.JPG,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00441.png,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00442.png,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00444.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00445.JPG,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00446.png,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00447.png,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00449.png,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00452.png,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00453.png,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00454.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00455.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00457.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00458.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00459.JPG,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0046.jpeg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00461.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00462.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00463.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00464.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00465.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00466.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00467.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00469.png,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00470.JPG,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00471.png,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00472.jpeg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00474.png,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00475.jpeg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00476.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00477.png,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00478.jpeg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00479.jpeg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0048.jpeg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00480.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00481.png,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00482.png,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00483.png,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00485.png,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00486.png,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00487.png,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00488.png,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00489.png,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0049.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00490.png,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00491.png,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00492.png,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00493.png,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00494.png,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00496.png,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00497.png,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00498.png,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00499.png,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot005.jpeg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot00500.png,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0051.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0052.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0053.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0055.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0056.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0057.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0058.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0059.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot006.jpeg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0060.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0062.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0063.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0064.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0066.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0067.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0068.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0070.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0071.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0072.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0073.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0074.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0075.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0076.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0077.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0078.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0079.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot008.jpeg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0080.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0081.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0083.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0084.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0085.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0087.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0089.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot009.jpeg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0090.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0092.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0094.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0095.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0097.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0098.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Leaf Spot/processed_img_Leaf Spot0099.jpg,Leaf Spot
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn001.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn0010.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00101.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00103.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00105.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00106.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00107.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00108.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn0011.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00111.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00112.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00113.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00114.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00115.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00116.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00117.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00118.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00119.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn0012.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00121.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00122.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00123.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00124.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00126.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00127.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00128.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00129.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn0013.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00130.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00131.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00133.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00134.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00135.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00137.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00138.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00139.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn0014.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00140.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00141.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00143.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00144.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00145.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00146.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00147.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00149.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn0015.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00150.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00151.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00152.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00153.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00154.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00155.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00156.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00157.jpg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn0016.jpeg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00160.jpg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00161.jpg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00162.jpg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00163.jpg,Sunburn
Aloe Vera Leaf Disease Detection Dataset/Sunburn/processed_img_Sunburn00165.jpg,Sunburn
